semantic_score,grade_match,unit_match,component_match,label
0.06616716,1,0,0,0
0.6355678,1,1,0,0
0.63469476,1,1,0,0
0.63067305,1,1,0,0
0.81194633,1,1,0,1
0.61191696,1,1,0,0
0.32663104,1,0,0,0
0.26933393,1,0,0,0
0.34634167,1,0,0,0
0.3458113,1,0,0,0
0.20842582,1,0,0,0
0.38354075,1,1,0,0
0.3776565,1,1,0,0
0.1539518,1,1,0,0
0.24918723,1,0,0,0
0.07907558,1,0,0,0
0.30441427,0,1,0,0
0.31337726,0,1,0,0
0.279339,0,1,0,0
0.33433157,0,1,0,0
0.203069,0,1,0,0
0.16487479,1,0,0,0
0.15433685,1,0,0,0
0.16422105,1,0,0,0
0.15213059,1,0,0,0
0.113685265,1,0,0,0
0.49514133,1,1,0,0
0.49208853,1,1,0,0
0.6607784,1,1,0,0
0.45401835,1,1,0,0
0.9527701,1,1,0,1
0.31913856,1,0,0,0
0.28840548,1,0,0,0
0.26652765,1,0,0,0
0.18030673,1,0,0,0
0.2807822,1,0,1,0
0.13305902,1,1,0,0
0.15255319,1,1,0,0
0.03235808,1,1,0,0
0.17468584,1,0,0,0
0.12330966,1,0,0,0
0.40151513,0,0,0,0
0.41590184,0,0,0,0
0.4023611,0,0,0,0
0.36147517,0,0,0,0
0.3247162,0,0,0,0
0.12600094,1,0,0,0
0.09686871,1,0,0,0
0.13594095,1,0,0,0
0.38142103,1,0,0,0
0.15348156,1,0,0,0
0.41797674,1,0,0,0
0.41749656,1,0,0,0
0.4661001,1,0,0,0
0.4330969,1,0,0,0
0.35875115,1,0,0,0
0.9046684,1,1,0,1
0.7238124,1,1,0,0
0.2350198,1,1,0,0
0.23440446,1,1,0,0
0.36493436,1,1,1,0
0.13467285,1,0,0,0
0.1677528,1,0,0,0
0.13222218,1,0,0,0
0.09764308,1,1,0,0
0.08036653,1,1,0,0
0.3018853,0,0,0,0
0.30769455,0,0,0,0
0.35426784,0,0,0,0
0.2810019,0,0,0,0
0.25667801,0,0,0,0
0.16673797,1,0,0,0
0.13923112,1,0,0,0
0.11089313,1,0,0,0
0.233503,1,0,0,0
0.10130905,1,0,0,0
0.23607062,1,0,0,0
0.24225444,1,0,0,0
0.25717548,1,0,0,0
0.26944244,1,0,0,0
0.26391596,1,0,0,0
0.7090122,1,1,0,0
0.91181624,1,1,0,1
0.18464917,1,1,0,0
0.22831157,1,1,0,0
0.3136469,1,1,0,0
0.11088106,1,0,0,0
0.13143454,1,0,0,0
0.12380041,1,0,0,0
0.068527445,1,1,0,0
0.04218155,1,1,0,0
0.16972332,0,0,0,0
0.2201707,0,0,0,0
0.23479548,0,0,0,0
0.3040591,0,0,0,0
0.18937373,0,0,0,0
0.21499434,1,0,0,0
0.15934928,1,0,0,0
0.11268336,1,0,0,0
0.12021133,1,0,0,0
0.18581364,1,0,0,0
0.31609982,1,0,0,0
0.2705434,1,0,0,0
0.27515274,1,0,0,0
0.29042974,1,0,0,0
0.3115755,1,0,0,0
0.21014586,1,1,0,0
0.1648359,1,1,0,0
0.9787486,1,1,0,1
0.6360048,1,1,0,0
0.14152673,1,1,0,0
0.16456391,1,0,0,0
0.1517249,1,0,0,0
0.13372071,1,0,0,0
0.2507045,1,1,0,0
0.1360431,1,1,0,0
0.23378645,0,0,0,0
0.2856561,0,0,0,0
0.27888167,0,0,0,0
0.3137125,0,0,0,0
0.24099736,0,0,0,0
0.23524377,1,0,0,0
0.16346408,1,0,0,0
0.14892313,1,0,0,0
0.09369597,1,0,0,0
0.12597314,1,0,0,0
0.33509958,1,0,0,0
0.2856233,1,0,0,0
0.26565874,1,0,0,0
0.28322032,1,0,0,0
0.25466946,1,0,0,0
0.18503296,1,1,0,0
0.19863662,1,1,0,0
0.7275293,1,1,0,0
0.92533416,1,1,0,1
0.15854451,1,1,0,0
0.26347244,1,0,0,0
0.24521638,1,0,0,0
0.22222607,1,0,0,0
0.34482104,1,1,0,0
0.19209754,1,1,0,0
0.11393546,0,0,0,0
0.13549337,0,0,0,0
0.12412585,0,0,0,0
0.106364995,0,0,0,0
0.006852813,0,0,0,0
0.06095784,1,0,0,0
0.07045613,1,0,0,0
0.109028995,1,0,0,0
-0.033164706,1,0,0,0
0.13093704,1,0,0,0
0.104217574,1,0,0,0
0.11142832,1,0,0,0
0.19585688,1,0,0,0
0.119354576,1,0,0,0
0.22149214,1,0,0,0
0.17833151,1,1,0,0
0.19322635,1,1,0,0
0.13438386,1,1,0,0
0.16130275,1,1,0,0
0.98472416,1,1,1,1
0.04373798,1,0,0,0
0.029384729,1,0,0,0
0.0439353,1,0,0,0
0.13477784,1,1,0,0
0.1481671,1,1,0,0
0.31758863,0,1,0,0
0.3333565,0,1,0,0
0.3747154,0,1,0,0
0.3250753,0,1,0,0
0.3576966,0,1,0,0
0.1875612,1,0,0,0
0.17430462,1,0,0,0
0.21776901,1,0,0,0
-0.032305583,1,0,0,0
-0.009503417,1,0,0,0
0.33623874,1,1,0,0
0.34453857,1,1,0,0
0.36374688,1,1,0,0
0.37264073,1,1,0,0
0.261861,1,1,0,0
0.17232653,1,0,0,0
0.12639269,1,0,0,0
0.12741828,1,0,0,0
0.20844877,1,0,0,0
0.09115668,1,0,0,0
0.9077699,1,1,0,1
0.8253666,1,1,0,0
0.29171515,1,1,0,0
0.22722553,1,0,0,0
0.023432514,1,0,0,0
0.3292551,0,1,0,0
0.34746325,0,1,0,0
0.35450053,0,1,0,0
0.3314145,0,1,0,0
0.37918523,0,1,0,0
0.19625372,1,0,0,0
0.19272177,1,0,0,0
0.2212949,1,0,0,0
-0.029538285,1,0,0,0
-0.029602692,1,0,0,0
0.3244319,1,1,0,0
0.3259705,1,1,0,0
0.35666883,1,1,0,0
0.35916904,1,1,0,0
0.26301268,1,1,0,0
0.19426155,1,0,0,0
0.13285768,1,0,0,0
0.10110469,1,0,0,0
0.17471257,1,0,0,0
0.084251866,1,0,0,0
0.82729095,1,1,0,0
0.9096631,1,1,0,1
0.2741696,1,1,0,0
0.20881724,1,0,0,0
-0.0077866577,1,0,0,0
0.20094411,0,1,0,0
0.21571326,0,1,0,0
0.257842,0,1,0,0
0.12754595,0,1,0,0
0.17119491,0,1,0,0
0.17844321,1,0,0,0
0.20444293,1,0,0,0
0.1744812,1,0,0,0
0.044979356,1,0,0,0
0.09304647,1,0,0,0
0.20422152,1,1,0,0
0.19163883,1,1,0,0
0.23411259,1,1,0,0
0.1995805,1,1,0,0
0.163728,1,1,0,0
0.21220583,1,0,0,0
0.17768848,1,0,0,0
0.17573638,1,0,0,0
0.26665074,1,0,0,0
0.08192807,1,0,0,0
0.351437,1,1,0,0
0.3537223,1,1,0,0
0.9292078,1,1,0,1
0.28352317,1,0,0,0
0.025791062,1,0,0,0
0.27353048,0,0,0,0
0.28949088,0,0,0,0
0.27256766,0,0,0,0
0.2779988,0,0,0,0
0.28906327,0,0,0,0
0.15871492,1,0,0,0
0.13672362,1,0,0,0
0.20349254,1,0,0,0
0.06301902,1,0,0,0
0.21739297,1,0,0,0
0.23959169,1,0,0,0
0.22412501,1,0,0,0
0.26950243,1,0,0,0
0.23592913,1,0,0,0
0.2298732,1,0,0,0
0.12496294,1,1,0,0
0.08427492,1,1,0,0
0.22829479,1,1,0,0
0.29679066,1,1,0,0
0.13789134,1,1,0,0
0.15278149,1,0,0,0
0.13674498,1,0,0,0
0.22096142,1,0,0,0
1.0,1,1,1,1
0.64813906,1,1,0,0
0.09130695,0,0,0,0
0.077775545,0,0,0,0
0.04619751,0,0,0,0
0.05382142,0,0,0,0
0.049663544,0,0,0,0
0.12895553,1,0,0,0
0.09203711,1,0,0,0
0.14766799,1,0,0,0
0.069941565,1,0,0,0
0.13768338,1,0,0,0
0.10971406,1,0,0,0
0.09115604,1,0,0,0
0.061683368,1,0,0,0
0.05593298,1,0,0,0
0.13239515,1,0,0,0
0.06051401,1,1,0,0
0.06417344,1,1,0,0
0.110178515,1,1,0,0
0.17425635,1,1,0,0
0.15550134,1,1,0,0
-0.005567111,1,0,0,0
-0.040036514,1,0,0,0
-0.029192649,1,0,0,0
0.648139,1,1,0,0
1.0000001,1,1,1,1
